weather_risk,traffic_impact,customer_history_score,agent_profit_score,distance_score,time_of_day_score,package_size_score,area,time_window,residence_type,package_size_raw,is_weekend,is_festival_day,day_of_week,date,true_risk_score,label
0.4,0.4115,0.1195,0.5778,0.8918,0.5197,0.2523,Adyar,afternoon,apartment,small,0,0,0,2024-05-27,80.43,0
0.3499,0.5367,0.4604,0.8355,0.7066,0.529,0.5329,Adyar,afternoon,apartment,medium,0,0,1,2024-07-09,60.27,0
0.2991,0.2936,0.5999,0.4656,0.4081,0.4955,0.6961,T Nagar,afternoon,apartment,large,0,0,1,2024-06-18,37.71,1
0.5354,0.5236,0.9084,0.2387,0.8474,0.5261,0.5063,Velachery,afternoon,apartment,medium,0,0,0,2024-07-29,74.39,0
0.3949,0.6097,0.1852,0.6609,0.2513,0.3999,0.1728,Velachery,afternoon,apartment,small,0,0,0,2024-04-29,72.26,0
0.4107,0.4087,0.0314,0.8524,0.8403,0.151,0.1046,Velachery,morning,apartment,small,0,0,2,2024-12-18,72.22,0
0.1618,0.4941,0.5107,0.4817,0.2791,0.3244,0.6188,T Nagar,evening,independent,medium,0,0,0,2024-04-15,34.92,1
0.2146,0.8288,0.2843,0.1145,0.5471,0.5514,0.2364,Adyar,afternoon,apartment,small,0,0,4,2024-05-31,81.44,0
0.095,0.3558,0.6192,0.8599,0.3011,0.3322,0.7981,T Nagar,evening,apartment,large,0,0,3,2024-02-01,12.77,1
0.163,0.3932,0.231,0.7737,0.2933,0.2916,0.0915,Adyar,morning,apartment,small,0,0,2,2024-05-15,31.83,1
0.063,0.725,0.8765,0.3872,0.0146,0.1991,0.141,T Nagar,morning,independent,small,0,0,4,2024-03-15,10.21,1
0.013,0.2502,0.954,0.9212,0.2856,0.2595,0.9426,Porur,morning,apartment,large,0,0,3,2024-03-21,0.0,1
0.0531,0.4509,0.7721,0.6778,0.4809,0.5426,0.4098,T Nagar,afternoon,apartment,medium,1,0,5,2024-05-11,11.45,1
0.333,0.5451,0.0733,0.8918,0.112,0.5477,0.6677,Porur,afternoon,independent,large,0,0,1,2024-09-03,59.06,0
0.5474,0.2793,0.3444,0.919,0.5496,0.5074,0.8034,Adyar,afternoon,independent,large,1,0,5,2024-10-26,55.13,0
0.2351,0.2396,0.1737,0.4844,0.3169,0.4844,0.1837,Anna Nagar,afternoon,apartment,small,0,0,4,2024-03-08,39.96,1
0.1683,0.6335,0.7311,0.1962,0.6731,0.4824,0.536,Anna Nagar,evening,apartment,medium,0,0,4,2024-09-20,45.99,1
0.0851,0.2305,0.8615,0.655,0.3739,0.3774,0.2999,Porur,evening,independent,small,1,0,6,2024-03-10,0.0,1
0.078,0.8756,0.1623,0.5492,0.6999,0.4624,0.2375,Velachery,afternoon,apartment,small,0,0,0,2024-05-13,62.71,0
0.0635,0.0684,0.7254,0.4438,0.3386,0.3112,0.153,Porur,evening,independent,small,0,0,2,2024-10-09,3.1,1
0.0563,0.0988,0.3715,0.92,0.6769,0.1354,0.4861,Porur,morning,apartment,medium,1,0,6,2024-05-05,12.27,1
0.0659,0.7953,0.8072,0.6448,0.8404,0.4744,0.8146,Porur,afternoon,apartment,large,0,0,0,2024-02-19,30.35,1
0.2609,0.1485,0.514,0.5662,0.5596,0.2128,0.8502,Anna Nagar,morning,independent,large,0,0,4,2024-06-07,27.26,1
0.3612,0.0737,0.5442,0.6705,0.4094,0.3664,0.3708,Anna Nagar,evening,apartment,medium,0,0,3,2024-10-31,17.79,1
0.1305,0.4209,0.1974,0.531,0.759,0.3504,0.2071,Anna Nagar,evening,apartment,small,0,0,2,2024-04-17,47.79,1
0.0282,0.2617,0.1433,0.8903,0.7783,0.5244,0.503,T Nagar,afternoon,apartment,medium,0,0,3,2024-12-05,36.73,1
0.0763,0.2915,0.8593,0.7906,0.1632,0.6226,0.6814,Anna Nagar,afternoon,independent,medium,0,0,0,2024-04-22,0.66,1
0.1431,0.378,0.6528,0.955,0.1241,0.3738,0.4213,Velachery,afternoon,independent,medium,0,0,2,2024-12-04,10.25,1
0.3853,0.8878,0.79,0.8163,0.8059,0.3796,0.2085,T Nagar,evening,apartment,small,0,0,1,2024-07-23,69.41,0
0.228,0.1451,0.225,0.7291,0.543,0.3807,0.5703,Porur,evening,apartment,medium,0,0,1,2024-10-01,34.83,1
0.0119,0.5468,0.6593,0.5295,0.4694,0.1978,0.5188,T Nagar,morning,independent,medium,0,0,3,2024-12-26,16.23,1
0.0561,0.065,0.7069,0.2407,0.2067,0.4269,0.8072,Anna Nagar,afternoon,independent,large,0,0,1,2024-10-22,12.3,1
0.0077,0.3234,0.6156,0.6754,0.5671,0.3767,0.7085,Porur,evening,apartment,large,0,0,2,2024-02-21,14.67,1
0.0616,0.5992,0.5304,0.7985,0.2795,0.1134,0.1673,Anna Nagar,morning,apartment,small,1,0,5,2024-02-17,9.78,1
0.0395,0.3508,0.7334,0.9236,0.0349,0.5302,0.4552,Porur,afternoon,independent,medium,0,0,4,2024-04-26,0.0,1
0.282,0.7916,0.5714,0.9331,0.349,0.4533,0.5951,T Nagar,afternoon,apartment,medium,0,0,1,2024-11-05,51.8,0
0.0155,0.473,0.6669,0.5582,0.4086,0.4242,0.1769,T Nagar,evening,apartment,small,0,0,1,2024-01-02,13.23,1
0.362,0.488,0.2216,0.7949,0.5782,0.2364,0.219,Anna Nagar,morning,apartment,small,0,0,3,2024-07-04,57.3,0
0.6113,0.5162,0.9057,0.7133,0.6538,0.5481,0.7917,Velachery,afternoon,apartment,large,1,0,6,2024-10-13,66.97,0
0.0737,0.3528,0.2998,0.7186,0.3224,0.5664,0.8133,Porur,afternoon,independent,large,0,0,0,2024-06-24,30.53,1
0.3485,0.3137,0.1776,0.7512,0.8913,0.1634,0.2468,T Nagar,morning,apartment,small,1,0,5,2024-01-20,54.69,1
0.5892,0.5615,0.6968,0.8947,0.3562,0.2231,0.2241,T Nagar,morning,independent,small,0,0,4,2024-07-05,59.03,1
0.1269,0.7175,0.5416,0.6107,0.5977,0.5463,0.5489,Velachery,afternoon,apartment,medium,1,0,6,2024-08-04,44.94,1
0.1383,0.1611,0.3783,0.7142,0.1521,0.3174,0.198,Anna Nagar,evening,apartment,small,1,0,5,2024-12-28,9.99,1
0.0573,0.2408,0.5691,0.4447,0.6113,0.2083,0.5382,Velachery,morning,independent,medium,0,0,2,2024-01-31,24.47,1
0.3429,0.7127,0.4807,0.6622,0.9495,0.4485,0.8522,Velachery,evening,apartment,large,0,0,2,2024-04-10,82.35,0
0.0469,0.2362,0.2768,0.6317,0.4997,0.2955,0.8484,Anna Nagar,morning,independent,large,0,0,2,2024-01-03,28.72,1
0.4563,0.5923,0.3076,0.7084,0.2936,0.265,0.5521,Adyar,morning,independent,medium,0,0,1,2024-11-12,72.19,0
0.0844,0.642,0.8769,0.8182,0.9328,0.3381,0.2021,Anna Nagar,evening,independent,small,0,0,1,2024-09-10,14.18,1
0.4554,1.0,0.9035,0.5527,0.661,0.5546,0.1567,Porur,afternoon,independent,small,0,0,0,2024-01-22,88.6,0
0.3117,0.9417,0.4802,0.4127,0.1298,0.5817,0.4185,Adyar,afternoon,independent,medium,0,0,3,2024-02-08,78.69,0
0.3323,0.5258,0.8682,0.8441,0.2835,0.4937,0.3526,Anna Nagar,evening,apartment,medium,1,1,5,2024-11-02,29.07,1
0.1718,0.5955,0.3486,0.7729,0.2875,0.3731,0.2054,Adyar,evening,apartment,small,0,0,4,2024-09-13,38.1,1
0.3325,0.6644,0.7965,0.5891,0.5575,0.3224,0.2108,Adyar,morning,apartment,small,0,0,1,2024-07-09,49.52,1
0.5149,0.2254,0.8266,0.733,0.8105,0.5579,0.8088,Velachery,afternoon,independent,large,1,0,5,2024-05-18,38.17,1
0.0626,0.1548,0.3681,0.8294,0.7777,0.6964,0.1095,Anna Nagar,afternoon,independent,small,1,1,5,2024-11-02,25.96,1
0.3774,0.5937,0.4526,0.7421,0.671,0.1706,0.8543,Adyar,morning,apartment,large,1,0,6,2024-09-01,64.75,0
0.2899,0.5042,0.6558,0.3553,0.3952,0.3122,0.7927,T Nagar,morning,apartment,large,0,0,2,2024-05-29,47.76,1
0.4184,0.2685,0.7505,0.2804,0.6626,0.4566,0.3482,Adyar,afternoon,apartment,medium,1,0,5,2024-08-31,42.13,1
0.0737,0.7196,0.7014,0.8438,0.1834,0.4136,0.2227,Adyar,afternoon,independent,small,0,0,1,2024-12-17,14.28,1
0.0364,0.1271,0.6141,0.5876,0.4974,0.244,0.0569,Anna Nagar,morning,independent,small,0,0,1,2024-03-19,4.94,1
0.0701,0.5407,0.6426,0.2431,0.7175,0.3233,0.4812,Anna Nagar,evening,apartment,medium,0,0,4,2024-04-19,33.77,1
0.1015,0.7948,0.8076,0.7077,0.6271,0.188,0.2445,T Nagar,morning,independent,small,0,0,3,2024-01-04,22.28,1
0.1054,0.1756,0.3703,0.6862,0.5385,0.6088,0.4913,Porur,afternoon,apartment,medium,0,0,3,2024-10-31,27.69,1
0.0697,0.288,0.5261,0.5487,0.3617,0.5668,0.5602,Anna Nagar,afternoon,independent,medium,0,0,1,2024-06-18,21.29,1
0.119,0.1899,0.6912,0.4996,0.6833,0.1828,0.2393,Adyar,morning,independent,small,0,0,2,2024-05-01,16.44,1
0.3991,0.3709,0.1538,0.8655,0.3431,0.1878,0.1584,Velachery,morning,independent,small,0,0,1,2024-04-30,50.81,0
0.4665,0.5109,0.8614,0.4011,0.297,0.2813,0.7478,T Nagar,morning,independent,large,1,0,6,2024-09-29,50.6,0
0.223,0.047,0.7567,0.6516,0.8029,0.3352,0.8322,Velachery,evening,apartment,large,0,0,1,2024-04-02,18.08,1
0.0301,0.7919,0.6067,0.573,0.1003,0.5311,0.6561,Porur,afternoon,apartment,medium,0,0,2,2024-08-14,22.37,1
0.1391,0.5005,0.7608,0.7227,0.1368,0.4752,0.2111,Adyar,evening,apartment,small,0,0,3,2024-08-22,14.72,1
0.3278,0.6643,0.8048,0.3873,0.7733,0.2792,0.1717,T Nagar,morning,independent,small,1,0,6,2024-10-20,53.09,0
0.6065,0.4692,0.9296,0.8999,0.5476,0.3299,0.7757,T Nagar,evening,independent,large,1,0,6,2024-09-29,48.66,1
0.0366,0.1533,0.2964,0.4434,0.298,0.3446,0.1577,Anna Nagar,morning,independent,small,1,0,5,2024-06-22,18.61,1
0.1014,0.2791,0.5793,0.6771,0.4923,0.6408,0.8155,Anna Nagar,afternoon,independent,large,0,0,1,2024-05-28,23.19,1
0.3411,0.1529,0.4201,0.495,0.5289,0.3774,0.2206,Velachery,evening,apartment,small,1,0,5,2024-05-04,36.06,1
0.0166,0.2147,0.3759,0.7602,0.6407,0.372,0.1696,Anna Nagar,evening,apartment,small,1,0,5,2024-09-28,15.93,1
0.2611,0.6991,0.4827,0.961,0.4236,0.4301,0.1644,Velachery,afternoon,apartment,small,0,0,3,2024-03-28,47.48,1
0.5729,0.5633,0.7817,0.6425,0.2813,0.1871,0.2021,Velachery,morning,independent,small,0,0,1,2024-03-12,61.2,0
0.1572,0.7501,0.8758,0.836,0.3036,0.2858,0.2371,T Nagar,morning,apartment,small,0,0,1,2024-02-20,17.86,1
0.0012,0.1277,0.6452,0.7937,0.4181,0.1906,0.2198,Anna Nagar,morning,apartment,small,0,0,0,2024-03-11,0.0,1
0.5615,0.2029,0.5734,0.673,0.7253,0.5366,0.4604,T Nagar,afternoon,independent,medium,0,0,3,2024-09-12,46.33,1
0.1887,0.546,0.3413,0.5502,0.2455,0.3612,0.5132,Velachery,evening,apartment,medium,0,0,4,2024-07-12,46.32,0
0.3058,0.1026,0.947,0.6486,0.3181,0.465,0.7839,Porur,afternoon,independent,large,0,0,4,2024-07-12,5.67,1
0.0845,1.0,0.7726,0.7778,0.1894,0.5575,0.7632,Porur,afternoon,apartment,large,0,0,2,2024-06-05,27.01,1
0.0987,0.575,0.8895,0.2784,0.5075,0.2626,0.6337,Porur,morning,independent,medium,0,0,2,2024-03-13,23.5,1
0.5133,0.499,0.8377,0.4575,0.4286,0.6042,0.7595,T Nagar,afternoon,apartment,large,0,0,1,2024-08-13,61.83,0
0.0574,0.1894,0.6787,0.6517,0.4217,0.2663,0.5081,Anna Nagar,morning,apartment,medium,1,0,6,2024-12-01,3.83,1
0.3503,0.1294,0.8142,0.5276,0.5116,0.5359,0.7854,Adyar,afternoon,apartment,large,0,0,1,2024-02-20,23.89,1
0.4142,0.5596,0.0567,0.9043,0.1429,0.5123,0.2178,Adyar,afternoon,apartment,small,0,0,1,2024-03-26,67.26,0
0.1545,0.2419,0.5118,0.9327,0.5111,0.2411,0.1923,Adyar,morning,apartment,small,0,0,4,2024-09-06,14.49,1
0.211,0.3155,0.9136,0.7421,0.8691,0.2711,0.8235,Anna Nagar,morning,apartment,large,1,0,5,2024-11-30,14.32,1
0.6806,0.9989,0.7699,0.3706,0.3769,0.4135,0.2698,Velachery,afternoon,independent,small,0,0,1,2024-07-02,100.0,0
0.2549,0.5339,0.3132,0.6777,0.2302,0.3828,0.1537,Adyar,evening,independent,small,0,0,0,2024-08-05,45.68,1
0.2947,0.5427,0.5692,0.6308,0.4977,0.4174,0.5278,Anna Nagar,evening,independent,medium,1,0,6,2024-05-19,44.82,1
0.3882,0.3574,0.7379,0.7352,0.4051,0.5282,0.7531,Velachery,afternoon,apartment,large,1,0,5,2024-01-06,37.09,1
0.2092,0.1408,0.67,0.4716,0.3721,0.4082,0.5535,Anna Nagar,evening,independent,medium,1,0,6,2024-05-26,15.2,1
0.4026,0.3612,0.7556,0.5679,0.4539,0.1248,0.1621,Velachery,morning,apartment,small,1,0,6,2024-02-18,32.33,1
0.2284,0.7529,0.4426,0.818,0.5092,0.5755,0.5357,T Nagar,afternoon,apartment,medium,0,0,0,2024-08-12,55.65,0
0.2757,0.8046,0.6949,0.9033,0.6347,0.2572,0.117,Anna Nagar,morning,apartment,small,0,0,0,2024-09-02,44.06,1
0.1031,0.2458,0.7468,0.6488,0.5623,0.2162,0.4831,Porur,morning,apartment,medium,0,0,2,2024-10-30,9.31,1
0.0876,0.4572,0.505,0.3583,0.0102,0.4713,0.5473,T Nagar,afternoon,independent,medium,0,0,0,2024-05-27,26.38,1
0.0173,0.2101,0.3951,0.9085,0.138,0.2392,0.1349,Anna Nagar,morning,independent,small,1,0,6,2024-04-28,0.0,1
0.0247,0.5048,0.3577,0.4667,0.3775,0.1243,0.1476,T Nagar,morning,apartment,small,1,0,5,2024-12-28,23.13,1
0.0594,0.1876,0.6533,0.9539,0.2234,0.4038,0.5167,Adyar,evening,apartment,medium,1,0,6,2024-04-07,0.0,1
0.1543,0.3764,0.269,0.4421,0.3889,0.5986,0.6072,Porur,afternoon,apartment,medium,1,0,6,2024-08-25,43.84,1
0.3658,0.2431,0.6556,0.7976,0.4042,0.2918,0.7255,Porur,morning,independent,large,0,0,1,2024-04-23,24.31,1
0.0507,0.1396,0.725,0.4866,0.4792,0.6105,0.2484,Porur,afternoon,independent,small,0,0,0,2024-11-18,10.72,1
0.2736,0.3583,0.1979,0.7192,0.4343,0.2934,0.423,T Nagar,evening,apartment,medium,1,0,6,2024-08-11,44.06,1
0.3956,0.5335,0.5636,0.5133,0.8419,0.5106,0.192,Adyar,afternoon,apartment,small,0,0,1,2024-08-20,67.34,0
0.1953,0.3452,0.1514,0.9029,0.0597,0.5068,0.2282,Porur,afternoon,independent,small,0,0,1,2024-11-19,28.02,1
0.5489,0.5564,0.8889,0.7174,0.4742,0.1614,0.841,Velachery,morning,apartment,large,0,0,1,2024-09-03,59.79,0
0.1898,0.2396,0.6696,0.7587,0.5646,0.2417,0.2669,T Nagar,morning,independent,small,0,0,2,2024-12-18,14.09,1
0.0699,0.3354,0.6549,0.4327,0.0301,0.435,0.3178,Velachery,afternoon,independent,small,0,0,0,2024-11-04,14.88,1
0.0349,0.6914,0.5591,0.8274,0.5677,0.4032,0.1933,Porur,morning,independent,small,0,1,0,2024-01-15,23.42,1
0.4358,1.0,0.7665,0.5368,0.4567,0.5584,0.5025,Velachery,afternoon,independent,medium,0,0,4,2024-04-12,95.17,0
0.2208,0.4687,0.8732,0.1631,0.5121,0.1797,0.7513,T Nagar,morning,independent,large,0,0,4,2024-09-06,35.1,1
0.0298,0.4432,0.7822,0.7877,0.4882,0.3181,0.2641,Adyar,morning,apartment,small,1,1,6,2024-01-14,7.0,1
0.1807,0.3816,0.7188,0.7068,0.6493,0.337,0.508,Velachery,evening,independent,medium,0,0,3,2024-05-02,26.28,1
0.8213,0.142,0.7858,0.3293,0.4771,0.2444,0.226,Velachery,morning,apartment,small,1,0,5,2024-07-27,41.15,1
0.1547,0.7103,0.1155,0.9371,0.1187,0.1292,0.1934,Adyar,morning,independent,small,0,0,2,2024-03-27,38.36,1
0.1679,0.3208,0.8257,0.88,0.5461,0.3751,0.6016,Adyar,evening,apartment,medium,0,0,1,2024-09-17,11.93,1
0.0367,0.3637,0.5741,0.4402,0.389,0.2807,0.2264,T Nagar,evening,apartment,small,0,0,4,2024-10-11,17.45,1
0.7137,0.1812,0.613,0.8724,0.6496,0.1855,0.2106,Velachery,morning,apartment,small,1,0,5,2024-09-14,37.32,1
0.0684,0.3183,0.6236,0.7436,0.5128,0.3216,0.416,Anna Nagar,morning,apartment,medium,0,0,2,2024-12-25,11.46,1
0.2271,0.1101,0.1276,0.9048,0.2621,0.3855,0.2477,Adyar,evening,apartment,small,0,0,0,2024-05-27,25.47,1
0.2669,0.5425,0.2737,0.8545,0.4352,0.4435,0.5218,Anna Nagar,evening,apartment,medium,0,0,2,2024-10-02,49.92,1
0.1119,0.6053,0.7961,0.5586,0.3373,0.3871,0.0463,Porur,evening,apartment,small,0,0,3,2024-03-14,16.97,1
0.2828,0.5442,0.5347,0.7545,0.6916,0.4728,0.212,Velachery,evening,independent,small,1,0,5,2024-09-14,48.73,1
0.109,0.3926,0.6021,0.2917,0.1889,0.3198,0.7185,Adyar,evening,apartment,medium,1,0,6,2024-01-28,26.47,1
0.7758,0.5424,0.8634,0.6744,0.2737,0.1699,0.1971,Velachery,morning,independent,small,1,0,5,2024-03-09,72.51,0
0.3383,0.4753,0.8103,0.6608,0.312,0.5535,0.2076,Adyar,afternoon,apartment,small,0,0,2,2024-09-04,34.76,1
0.1355,0.3638,0.3245,0.7501,0.424,0.2676,0.1755,Porur,morning,apartment,small,0,0,4,2024-12-06,26.54,1
0.1489,0.617,0.579,0.1691,0.4798,0.5395,0.4739,Adyar,afternoon,independent,medium,0,0,3,2024-06-13,50.56,0
0.0136,0.3859,0.1811,0.3524,0.2623,0.2301,0.8313,Anna Nagar,morning,independent,large,0,0,0,2024-09-30,34.09,1
0.1314,0.3643,0.4619,0.9418,0.3067,0.2388,0.2034,Anna Nagar,morning,apartment,small,0,0,0,2024-07-29,12.15,1
0.4577,0.5104,0.6712,0.7466,0.1938,0.3459,0.4947,T Nagar,evening,apartment,medium,1,0,5,2024-12-28,45.74,1
0.0799,0.1914,0.85,0.9564,0.4355,0.0991,0.1491,Anna Nagar,morning,independent,small,0,0,4,2024-08-30,0.0,1
0.069,0.6275,0.8846,0.5732,0.1397,0.1678,0.2043,Velachery,morning,apartment,small,0,0,4,2024-03-22,8.02,1
0.3909,0.2433,0.7857,0.7075,0.3428,0.1539,0.73,Porur,morning,apartment,large,0,0,4,2024-03-15,19.68,1
0.4762,0.286,0.6907,0.9126,0.4109,0.5784,0.473,T Nagar,afternoon,independent,medium,1,0,5,2024-11-09,30.76,1
0.3149,0.3491,0.9166,0.669,0.109,0.2413,0.1987,Adyar,morning,independent,small,0,0,0,2024-07-22,13.15,1
0.4895,0.8368,0.6679,0.4397,0.7112,0.4828,0.7889,Adyar,afternoon,apartment,large,0,0,4,2024-05-31,100.0,0
0.3687,0.4694,0.6401,0.6847,0.316,0.5457,0.2117,Porur,afternoon,apartment,small,1,0,6,2024-12-22,39.25,1
0.6964,0.4827,0.4213,0.7299,0.2627,0.4497,0.241,Adyar,evening,independent,small,0,0,3,2024-02-15,78.82,0
0.3708,0.7416,0.6248,0.5497,0.4319,0.2244,0.5028,Velachery,morning,independent,medium,0,0,3,2024-05-09,67.76,0
0.2969,0.4719,0.8171,0.9162,0.37,0.3214,0.4413,Velachery,evening,apartment,medium,1,0,6,2024-05-05,23.51,1
0.1182,0.7907,0.8098,0.829,0.4085,0.4788,0.5468,Porur,evening,apartment,medium,0,0,2,2024-02-21,23.17,1
0.0792,0.5503,0.6344,0.5291,0.3606,0.1909,0.2539,Velachery,morning,apartment,small,0,0,2,2024-04-10,22.4,1
0.3267,0.9166,0.1777,0.9349,0.0455,0.5636,0.7745,Porur,afternoon,independent,large,0,0,4,2024-02-16,76.16,0
0.2302,0.0972,0.7234,0.4176,0.4182,0.1497,0.17,Porur,morning,apartment,small,1,0,5,2024-04-13,8.11,1
0.162,0.3525,0.5879,0.7254,0.055,0.5432,0.5039,Velachery,afternoon,independent,medium,1,0,6,2024-07-14,18.68,1
0.1201,0.1976,0.1608,0.7564,0.458,0.4826,0.6183,Anna Nagar,evening,independent,medium,1,0,5,2024-08-17,31.11,1
0.1772,0.4511,0.678,0.7514,0.5366,0.2884,0.2191,Anna Nagar,evening,apartment,small,0,0,1,2024-10-22,20.09,1
0.0219,0.0879,0.5549,0.3817,0.6077,0.3011,0.2357,Porur,morning,independent,small,0,0,1,2024-07-02,16.55,1
0.3123,0.5143,0.485,0.6887,0.3589,0.4277,0.2446,Adyar,evening,apartment,small,1,0,6,2024-06-23,45.11,0
0.0331,0.4131,0.6215,0.7146,0.5201,0.4997,0.456,Porur,evening,apartment,medium,1,0,5,2024-04-27,14.07,1
0.2451,0.2571,0.8833,0.5354,0.4344,0.2946,0.1191,Adyar,evening,apartment,small,0,0,3,2024-05-09,13.12,1
0.733,0.4229,0.8573,0.5294,0.8621,0.4375,0.1871,Adyar,evening,apartment,small,1,0,5,2024-01-20,69.5,0
0.5403,0.875,0.5002,0.5896,0.1546,0.1775,0.6839,Adyar,morning,independent,large,0,0,2,2024-05-01,99.08,0
0.2781,0.0557,0.7436,0.496,0.6778,0.1968,0.5215,Anna Nagar,morning,apartment,medium,0,0,3,2024-06-20,13.57,1
0.2007,0.6098,0.7167,0.5118,0.2596,0.4904,0.322,T Nagar,afternoon,apartment,medium,1,0,5,2024-07-20,32.35,1
0.1168,0.1712,0.7251,0.6718,0.2554,0.2473,0.2108,Anna Nagar,morning,independent,small,1,0,6,2024-06-02,0.0,1
0.6331,0.2697,0.3622,0.8068,0.4294,0.2096,0.2082,Velachery,morning,independent,small,0,0,4,2024-02-16,52.93,0
0.3692,0.2798,0.5832,0.7794,0.1927,0.5494,0.6202,Velachery,afternoon,independent,medium,0,0,3,2024-02-01,32.71,1
